word,pos
astrogate,verb
atom-bomb,verb
atomise,verb
atomize,verb
atone,verb
atrophy,verb
attach,verb
attach_to,verb
attack,verb
attain,verb
attaint,verb
attemper,verb
attempt,verb
attend,verb
attend_to,verb
attenuate,verb
attest,verb
attire,verb
attitudinise,verb
attitudinize,verb
attorn,verb
attract,verb
attribute,verb
attune,verb
auction,verb
auction_off,verb
auctioneer,verb
audit,verb
audition,verb
augment,verb
augur,verb
aurify,verb
auscultate,verb
auspicate,verb
authenticate,verb
author,verb
authorise,verb
authorize,verb
autoclave,verb
autograph,verb
automate,verb
automatise,verb
automatize,verb
automobile,verb
autopsy,verb
autotomise,verb
autotomize,verb
avail,verb
avalanche,verb
avenge,verb
aver,verb
average,verb
average_out,verb
avert,verb
avianise,verb
avianize,verb
aviate,verb
avoid,verb
avouch,verb
avow,verb
avulse,verb
await,verb
awake,verb
awaken,verb
award,verb
awe,verb
ax,verb
axe,verb
azure,verb
baa,verb
babbitt,verb
babble,verb
babble_out,verb
baby,verb
baby-sit,verb
bach,verb
bachelor,verb
back,verb
back_away,verb
back_down,verb
back_off,verb
back_out,verb
back_up,verb
backbite,verb
backcross,verb
backdate,verb
backfire,verb
background,verb
backhand,verb
backlash,verb
backlog,verb
backpack,verb
backpedal,verb
backscatter,verb
backslap,verb
backslide,verb
backspace,verb
backstitch,verb
backstop,verb
backstroke,verb
backtrack,verb
bacterise,verb
bacterize,verb
badge,verb
badger,verb
badmouth,verb
baffle,verb
bag,verb
bail,verb
bail_out,verb
bait,verb
bake,verb
balance,verb
bald,verb
bale,verb
bale_out,verb
balk,verb
balkanise,verb
balkanize,verb
ball,verb
ball_over,verb
ball_up,verb
ballast,verb
balloon,verb
ballot,verb
ballyhoo,verb
ballyrag,verb
bamboozle,verb
ban,verb
band,verb
band_oneself,verb
band_together,verb
bandage,verb
bandy,verb
bandy_about,verb
bang,verb
bang_out,verb
bang_up,verb
banish,verb
bank,verb
bankroll,verb
bankrupt,verb
banquet,verb
banter,verb
baptise,verb
baptize,verb
bar,verb
bar_hop,verb
bar_mitzvah,verb
barb,verb
barbarise,verb
barbarize,verb
barbecue,verb
barbeque,verb
barber,verb
bard,verb
barde,verb
bare,verb
barf,verb
bargain,verb
bargain_down,verb
barge,verb
barge_in,verb
bark,verb
barnstorm,verb
baronetise,verb
baronetize,verb
barrack,verb
barrage,verb
barrage_jam,verb
barrel,verb
barricade,verb
barricado,verb
barter,verb
barter_away,verb
base,verb
bash,verb
basify,verb
bask,verb
basset,verb
bastardise,verb
bastardize,verb
baste,verb
bastinado,verb
bat,verb
bat_mitzvah,verb
batch,verb
bate,verb
batfowl,verb
bath,verb
bathe,verb
batik,verb
batten,verb
batten_down,verb
batter,verb
battle,verb
baulk,verb
bawl,verb
bawl_out,verb
bay,verb
bayonet,verb
be,verb
be_active,verb
be_adrift,verb
be_after,verb
be_amiss,verb
be_at_pains,verb
be_born,verb
be_due,verb
be_full,verb
be_given,verb
be_intimate,verb
be_on,verb
be_on_cloud_nine,verb
be_on_the_ball,verb
be_quiet,verb
be_sick,verb
be_well,verb
be_with_it,verb
beach,verb
beacon,verb
bead,verb
beak,verb
beam,verb
bean,verb
bear,verb
bear_away,verb
bear_down,verb
bear_down_on,verb
bear_down_upon,verb
bear_in_mind,verb
bear_off,verb
bear_on,verb
bear_out,verb
bear_up,verb
bear_upon,verb
bear_witness,verb
beard,verb
beat,verb
beat_a_retreat,verb
beat_about,verb
beat_around_the_bush,verb
beat_back,verb
beat_down,verb
beat_in,verb
beat_out,verb
beat_up,verb
beatify,verb
beautify,verb
beaver,verb
beaver_away,verb
bebop,verb
becalm,verb
bechance,verb
becharm,verb
beckon,verb
becloud,verb
become,verb
become_flat,verb
bed,verb
bed-hop,verb
bed_down,verb
bedamn,verb
bedaub,verb
bedaze,verb
bedazzle,verb
bedeck,verb
bedevil,verb
bedew,verb
bedhop,verb
bedight,verb
bedim,verb
bedizen,verb
bedraggle,verb
beef,verb
beef_up,verb
beep,verb
beeswax,verb
beetle,verb
beetle_off,verb
befall,verb
befit,verb
befog,verb
befool,verb
befoul,verb
befriend,verb
befuddle,verb
beg,verb
beg_off,verb
beget,verb
beggar,verb
begild,verb
begin,verb
begrime,verb
begrudge,verb
beguile,verb
behave,verb
behead,verb
behold,verb
behoove,verb
behove,verb
bejewel,verb
belabor,verb
belabour,verb
belay,verb
belch,verb
beleaguer,verb
belie,verb
believe,verb
believe_in,verb
belittle,verb
bell,verb
bell_the_cat,verb
bellow,verb
belly,verb
belly-flop,verb
belly-land,verb
belly_dance,verb
belly_out,verb
bellyache,verb
bellylaugh,verb
belong,verb
belong_to,verb
belt,verb
belt_along,verb
belt_down,verb
belt_out,verb
belt_up,verb
bemire,verb
bemoan,verb
bemock,verb
bemuse,verb
bench,verb
bend,verb
bend_over_backwards,verb
benday,verb
benefact,verb
benefice,verb
beneficiate,verb
benefit,verb
benficiate,verb
benight,verb
benumb,verb
beplaster,verb
bequeath,verb
berate,verb
bereave,verb
berry,verb
berth,verb
beseech,verb
beseem,verb
beset,verb
beshrew,verb
besiege,verb
besmear,verb
besmirch,verb
besot,verb
bespangle,verb
bespatter,verb
bespeak,verb
bespeckle,verb
bespot,verb
besprinkle,verb
best,verb
bestialise,verb
bestialize,verb
bestir,verb
bestir_oneself,verb
bestow,verb
bestrew,verb
bestride,verb
bet,verb
bet_on,verb
betake_oneself,verb
bethink,verb
betide,verb
betoken,verb
betray,verb
betroth,verb
better,verb
bevel,verb
bewail,verb
beware,verb
bewhisker,verb
bewilder,verb
bewitch,verb
bewray,verb
bias,verb
bib,verb
bicker,verb
bicycle,verb
bid,verb
bide,verb
biff,verb
bifurcate,verb
bight,verb
bike,verb
bilge,verb
bilk,verb
bill,verb
billet,verb
billow,verb
bin,verb
bind,verb
bind_off,verb
bind_over,verb
binge,verb
bioassay,verb
biodegrade,verb
birch,verb
bird,verb
bird-nest,verb
birdie,verb
birdlime,verb
birdnest,verb
birdwatch,verb
birl,verb
birle,verb
birr,verb
birth,verb
bisect,verb
bitch,verb
bite,verb
bite_off,verb
bite_out,verb
bitt,verb
bitter,verb
bituminise,verb
bituminize,verb
bivouac,verb
blab,verb
blab_out,verb
blabber,verb
black,verb
black_market,verb
black_marketeer,verb
black_out,verb
blackball,verb
blackberry,verb
blacken,verb
blacken_out,verb
blackguard,verb
blackjack,verb
blacklead,verb
blackleg,verb
blacklist,verb
blackmail,verb
blacktop,verb
blackwash,verb
blame,verb
blanch,verb
blandish,verb
blank,verb
blank_out,verb
blanket,verb
blanket_jam,verb
blare,verb
blare_out,verb
blarney,verb
blaspheme,verb
blast,verb
blast_off,verb
blat,verb
blat_out,verb
blate,verb
blather,verb
blaze,verb
blaze_away,verb
blaze_out,verb
blaze_up,verb
blazon,verb
blazon_out,verb
bleach,verb
bleach_out,verb
blear,verb
bleat,verb
bleed,verb
bleep,verb
blemish,verb
blench,verb
blend,verb
blend_in,verb
bless,verb
blether,verb
blight,verb
blind,verb
blindfold,verb
blindside,verb
blink,verb
blink_away,verb
blinker,verb
blister,verb
blither,verb
blitz,verb
blitzkrieg,verb
bloat,verb
blob,verb
block,verb
block_off,verb
block_out,verb
block_up,verb
blockade,verb
blog,verb
blood,verb
bloody,verb
bloom,verb
blossom,verb
blossom_forth,verb
blossom_out,verb
blot,verb
blot_out,verb
blotch,verb
bloviate,verb
blow,verb
blow-dry,verb
blow_a_fuse,verb
blow_off,verb
blow_one's_stack,verb
blow_out,verb
blow_out_of_the_water,verb
blow_over,verb
blow_up,verb
blub,verb
blubber,verb
blubber_out,verb
bludgeon,verb
blue,verb
blue-pencil,verb
blueprint,verb
bluff,verb
bluff_out,verb
blunder,verb
blunder_out,verb
blunt,verb
blur,verb
blurt,verb
blurt_out,verb
blush,verb
bluster,verb
board,verb
board_up,verb
boast,verb
boat,verb
boat-race,verb
bob,verb
bob_about,verb
bob_around,verb
bob_under,verb
bob_up,verb
bobble,verb
bobsled,verb
bode,verb
bodge,verb
body,verb
body-surf,verb
body_forth,verb
body_guard,verb
bodypaint,verb
bog,verb
bog_down,verb
bogey,verb
boggle,verb
boil,verb
boil_down,verb
boil_over,verb
boldface,verb
bollix,verb
bollix_up,verb
bollocks,verb
bollocks_up,verb
bolshevise,verb
bolshevize,verb
bolster,verb
bolster_up,verb
bolt,verb
bolt_down,verb
bolt_out,verb
bomb,verb
bomb_out,verb
bomb_up,verb
bombard,verb
bombilate,verb
bombinate,verb
bombproof,verb
bond,verb
bonderise,verb
bonderize,verb
bone,verb
bone_up,verb
bong,verb
bonk,verb
bonnet,verb
boo,verb
boob,verb
boogie,verb
book,verb
book_up,verb
boom,verb
boom_out,verb
boomerang,verb
boondoggle,verb
boost,verb
boost_up,verb
boot,verb
boot_out,verb
bootleg,verb
bootlick,verb
bootstrap,verb
booze,verb
bop,verb
border,verb
border_on,verb
bore,verb
borrow,verb
bosom,verb
boss,verb
boss_around,verb
botanise,verb
botanize,verb
botch,verb
botch_up,verb
bother,verb
bottle,verb
bottle_up,verb
bottlefeed,verb
bottleneck,verb
bottom,verb
bottom_out,verb
bounce,verb
bounce_back,verb
bounce_out,verb
bound,verb
bound_off,verb
bourgeon,verb
bouse,verb
bow,verb
bow_down,verb
bow_out,verb
bowdlerise,verb
bowdlerize,verb
bower,verb
bowl,verb
bowl_over,verb
bowse,verb
box,verb
box_in,verb
box_up,verb
boycott,verb
brabble,verb
brace,verb
brace_oneself_for,verb
brace_up,verb
brachiate,verb
bracket,verb
bracket_out,verb
brad,verb
brag,verb
braid,verb
brail,verb
braille,verb
brain,verb
brainstorm,verb
brainwash,verb
braise,verb
brake,verb
branch,verb
branch_out,verb
brand,verb
brandish,verb
brandmark,verb
brattice,verb
brattle,verb
brave,verb
brave_out,verb
bravo,verb
brawl,verb
bray,verb
braze,verb
brazen,verb
breach,verb
bread,verb
break,verb
break-dance,verb
break_apart,verb
break_away,verb
break_bread,verb
break_camp,verb
break_dance,verb
break_down,verb
break_even,verb
break_in,verb
break_into,verb
break_loose,verb
break_off,verb
break_one's_back,verb
break_open,verb
break_out,verb
break_short,verb
break_someone's_heart,verb
break_through,verb
break_up,verb
break_water,verb
break_wind,verb
break_with,verb
breakfast,verb
bream,verb
breast,verb
breastfeed,verb
breaststroke,verb
breathalyse,verb
breathalyze,verb
breathe,verb
breathe_in,verb
breathe_out,verb
brecciate,verb
breed,verb
breeze,verb
breeze_through,verb
brevet,verb
brew,verb
bribe,verb
brick_in,verb
brick_over,verb
brick_up,verb
bridge,verb
bridge_over,verb
bridle,verb
bridle_at,verb
bridle_up,verb
brief,verb
brigade,verb
brighten,verb
brim,verb
brim_over,verb
brine,verb
bring,verb
bring_about,verb
bring_around,verb
bring_back,verb
bring_down,verb
bring_forth,verb
bring_forward,verb
bring_home,verb
bring_home_the_bacon,verb
bring_in,verb
bring_off,verb
bring_on,verb
bring_oneself,verb
bring_out,verb
bring_outside,verb
bring_round,verb
bring_through,verb
bring_to,verb
bring_to_bear,verb
bring_together,verb
bring_up,verb
brisk,verb
brisk_up,verb
brisken,verb
bristle,verb
bristle_at,verb
bristle_up,verb
broach,verb
broadcast,verb
broaden,verb
broadside,verb
brocade,verb
broider,verb
broil,verb
broker,verb
bromate,verb
brominate,verb
bronze,verb
brooch,verb
brood,verb
brook,verb
broom,verb
browbeat,verb
brown,verb
brown-nose,verb
browse,verb
bruise,verb
bruit,verb
brunch,verb
brush,verb
brush_aside,verb
brush_down,verb
brush_off,verb
brush_on,verb
brush_up,verb
brutalise,verb
brutalize,verb
bubble,verb
bubble_over,verb
bubble_up,verb
buccaneer,verb
buck,verb
buck_up,verb
bucket,verb
bucket_along,verb
buckle,verb
buckle_down,verb
buckle_under,verb
buckram,verb
bud,verb
budge,verb
budget,verb
budget_for,verb
buff,verb
buffalo,verb
buffer,verb
buffet,verb
bug,verb
bug_out,verb
bugger,verb
bugger_off,verb
bugle,verb
build,verb
build_in,verb
build_on,verb
build_up,verb
build_upon,verb
bulge,verb
bulge_out,verb
bulk,verb
bulk_large,verb
bull,verb
bull_through,verb
bulldog,verb
bulldoze,verb
bullet_vote,verb
bulletin,verb
bulletproof,verb
bullshit,verb
bully,verb
bully_off,verb
bullyrag,verb
bulwark,verb
bum,verb
bum_about,verb
bum_around,verb
bumble,verb
bump,verb
bump_around,verb
bump_into,verb
bump_off,verb
bump_up,verb
bunch,verb
bunch_together,verb
bunch_up,verb
bunco,verb
bundle,verb
bundle_off,verb
bundle_up,verb
bung,verb
bungle,verb
bunk,verb
bunk_down,verb
bunk_off,verb
bunker,verb
bunt,verb
buoy,verb
buoy_up,verb
bur,verb
burble,verb
burden,verb
burgeon,verb
burgeon_forth,verb
burglarise,verb
burglarize,verb
burgle,verb
burke,verb
burl,verb
burlesque,verb
burn,verb
burn_down,verb
burn_off,verb
burn_out,verb
burn_up,verb
burnish,verb
burp,verb
burr,verb
burrow,verb
burst,verb
burst_forth,verb
burst_in_on,verb
burst_out,verb
burst_upon,verb
burthen,verb
bury,verb
bus,verb
bush,verb
bush_out,verb
bushel,verb
bushwhack,verb
busk,verb
buss,verb
bust,verb
bust_up,verb
bustle,verb
bustle_about,verb
busy,verb
butcher,verb
butt,verb
butt-weld,verb
butt_against,verb
butt_in,verb
butt_on,verb
butter,verb
butter_up,verb
butterfly,verb
button,verb
button_up,verb
buttonhole,verb
buttress,verb
buttweld,verb
butylate,verb
buy,verb
buy_at,verb
buy_back,verb
buy_food,verb
buy_in,verb
buy_into,verb
buy_it,verb
buy_off,verb
buy_out,verb
buy_the_farm,verb
buy_time,verb
buy_up,verb
buzz,verb
buzz_off,verb
by-bid,verb
bypass,verb
ca-ca,verb
cab,verb
cabal,verb
cabbage,verb
cabin,verb
cable,verb
cache,verb
cachinnate,verb
cackel,verb
cackle,verb
caddie,verb
caddy,verb
cadge,verb
cage,verb
cage_in,verb
cajole,verb
cake,verb
cakewalk,verb
calcify,verb
calcimine,verb
calcine,verb
calculate,verb
calendar,verb
calender,verb
calibrate,verb
caliper,verb
calk,verb
call,verb
call_at,verb
call_attention,verb
call_back,verb
call_down,verb
call_for,verb
call_forth,verb
call_in,verb
call_into_question,verb
call_it_a_day,verb
call_it_quits,verb
call_off,verb
call_on,verb
call_on_the_carpet,verb
call_one's_bluff,verb
call_out,verb
call_the_shots,verb
call_the_tune,verb
call_to_order,verb
call_up,verb
calligraph,verb
calliper,verb
callous,verb
callus,verb
calm,verb
calm_down,verb
calumniate,verb
calve,verb
camber,verb
camouflage,verb
camp,verb
camp_down,verb
camp_out,verb
campaign,verb
camphorate,verb
can,verb
canal,verb
canalise,verb
canalize,verb
cancel,verb
cancel_out,verb
candle,verb
candy,verb
cane,verb
canker,verb
cannibalise,verb
cannibalize,verb
cannon,verb
cannonade,verb
cannonball_along,verb
cannulate,verb
cannulise,verb
cannulize,verb
canoe,verb
canonise,verb
canonize,verb
canoodle,verb
canopy,verb
cant,verb
cant_over,verb
canter,verb
cantilever,verb
cantillate,verb
canton,verb
canulate,verb
canvas,verb
canvass,verb
cap,verb
cap_off,verb
capacitate,verb
caparison,verb
caper,verb
capitalise,verb
capitalize,verb
capitulate,verb
caponise,verb
caponize,verb
capriole,verb
capsize,verb
capsulate,verb
capsule,verb
capsulise,verb
capsulize,verb
captain,verb
caption,verb
captivate,verb
capture,verb
caracole,verb
caramelise,verb
caramelize,verb
caravan,verb
carbonate,verb
carbonise,verb
carbonize,verb
carboxylate,verb
carburet,verb
carburise,verb
carburize,verb
card,verb
care,verb
care_a_hang,verb
care_for,verb
careen,verb
career,verb
caress,verb
caricature,verb
carjack,verb
cark,verb
carmine,verb
carnalise,verb
carnalize,verb
carnify,verb
carol,verb
carom,verb
carouse,verb
carp,verb
carpenter,verb
carpet,verb
carpet_bomb,verb
carry,verb
carry-the_can,verb
carry_away,verb
carry_back,verb
carry_forward,verb
carry_off,verb
carry_on,verb
carry_out,verb
carry_over,verb
carry_through,verb
carry_to_term,verb
carry_weight,verb
cart,verb
cart_away,verb
cart_off,verb
cartoon,verb
cartwheel,verb
carve,verb
carve_out,verb
carve_up,verb
cascade,verb
cascade_down,verb
case,verb
caseate,verb
cash,verb
cash_in,verb
cash_in_on,verb
cash_in_one's_chips,verb
cash_out,verb
cashier,verb
casket,verb
cast,verb
cast_about,verb
cast_anchor,verb
cast_around,verb
cast_aside,verb
cast_away,verb
cast_down,verb
cast_off,verb
cast_on,verb
cast_out,verb
castigate,verb
castle,verb
castrate,verb
cat,verb
catabolise,verb
catabolize,verb
catalog,verb
catalogue,verb
catalyse,verb
catalyze,verb
catapult,verb
catcall,verb
catch,verb
catch_a_glimpse,verb
catch_a_wink,verb
catch_cold,verb
catch_fire,verb
catch_it,verb
catch_on,verb
catch_one's_breath,verb
catch_out,verb
catch_sight,verb
catch_some_z's,verb
catch_up,verb
catch_up_with,verb
catechise,verb
catechize,verb
categorise,verb
categorize,verb
catenate,verb
catenulate,verb
cater,verb
caterwaul,verb
cathect,verb
catheterise,verb
catheterize,verb
catholicise,verb
catholicize,verb
catnap,verb
caucus,verb
caulk,verb
cause,verb
cause_to_be_perceived,verb
cause_to_sleep,verb
causeway,verb
cauterise,verb
cauterize,verb
caution,verb
cave,verb
cave_in,verb
cavern,verb
cavern_out,verb
cavil,verb
cavort,verb
caw,verb
cease,verb
cede,verb
celebrate,verb
cell_phone,verb
cement,verb
cense,verb
censor,verb
censure,verb
census,verb
center,verb
center_on,verb
center_punch,verb
centralise,verb
centralize,verb
centre,verb
centrifugate,verb
centrifuge,verb
cere,verb
cerebrate,verb
certificate,verb
certify,verb
cha-cha,verb
chafe,verb
chaff,verb
chaffer,verb
chagrin,verb
chain,verb
chain-smoke,verb
chain_up,verb
chair,verb
chairman,verb
chalk,verb
chalk_out,verb
chalk_up,verb
challenge,verb
chamber,verb
chamfer,verb
champ,verb
champion,verb
chance,verb
chance_on,verb
chance_upon,verb
chandelle,verb
change,verb
change_by_reversal,verb
change_course,verb
change_form,verb
change_hands,verb
change_integrity,verb
change_intensity,verb
change_magnitude,verb
change_over,verb
change_owners,verb
change_posture,verb
change_shape,verb
change_state,verb
change_surface,verb
change_taste,verb
channel,verb
channel-surf,verb
channelise,verb
channelize,verb
chant,verb
chap,verb
chaperon,verb
chaperone,verb
char,verb
character,verb
characterise,verb
characterize,verb
charcoal,verb
charge,verb
charge_up,verb
chariot,verb
charleston,verb
charm,verb
chart,verb
charter,verb
chase,verb
chase_after,verb
chase_away,verb
chasse,verb
chasten,verb
chastise,verb
chat,verb
chat_up,verb
chatter,verb
chauffeur,verb
chaw,verb
cheapen,verb
cheat,verb
cheat_on,verb
check,verb
check_in,verb
check_into,verb
check_off,verb
check_out,verb
check_over,verb
check_up_on,verb
checker,verb
checkmate,verb
checkrow,verb
cheek,verb
cheep,verb
cheer,verb
cheer_up,verb
cheerlead,verb
cheese,verb
chelate,verb
chemisorb,verb
cheque,verb
chequer,verb
cherish,verb
chevvy,verb
chevy,verb
chew,verb
chew_out,verb
chew_over,verb
chew_the_fat,verb
chew_up,verb
chicane,verb
chicken-fight,verb
chicken_out,verb
chickenfight,verb
chide,verb
child-proof,verb
childproof,verb
chill,verb
chill_out,verb
chime,verb
chime_in,verb
chin,verb
chin_up,verb
chine,verb
chink,verb
chip,verb
chip_at,verb
chip_away,verb
chip_away_at,verb
chip_in,verb
chip_off,verb
chirk,verb
chirk_up,verb
chiromance,verb
chirp,verb
chirr,verb
chirrup,verb
chisel,verb
chisel_in,verb
chit-chat,verb
chitchat,verb
chitter,verb
chivvy,verb
chivy,verb
chlorinate,verb
chloroform,verb
chock,verb
chock_up,verb
choir,verb
choke,verb
choke_back,verb
choke_down,verb
choke_off,verb
choke_up,verb
chomp,verb
chondrify,verb
choose,verb
choose_up,verb
chop,verb
chop_down,verb
chop_off,verb
chop_up,verb
chord,verb
choreograph,verb
chortle,verb
chorus,verb
chouse,verb
christen,verb
christianise,verb
christianize,verb
chrome,verb
chromium-plate,verb
chronicle,verb
chronologise,verb
chronologize,verb
chuck,verb
chuck_out,verb
chuck_up_the_sponge,verb
chuckle,verb
chuff,verb
chug,verb
chum_up,verb
chunk,verb
church,verb
churn,verb
churn_out,verb
churn_up,verb
churr,verb
chute,verb
cicatrise,verb
cicatrize,verb
cinch,verb
cinematise,verb
cinematize,verb
cipher,verb
circle,verb
circle_around,verb
circle_round,verb
circuit,verb
circularise,verb
circularize,verb
circulate,verb
circumambulate,verb
circumcise,verb
circumfuse,verb
circumnavigate,verb
circumscribe,verb
circumstantiate,verb
circumvallate,verb
circumvent,verb
circumvolute,verb
circumvolve,verb
cite,verb
citify,verb
citrate,verb
civilise,verb
civilize,verb
clabber,verb
clack,verb
claim,verb
clam,verb
clam_up,verb
clamber,verb
clamor,verb
clamour,verb
clamp,verb
clamp_down,verb
clang,verb
clangor,verb
clangour,verb
clank,verb
clap,verb
clap_on,verb
clap_together,verb
clap_up,verb
clapboard,verb
clapperclaw,verb
claret,verb
clarify,verb
clarion,verb
clash,verb
clasp,verb
class,verb
classicise,verb
classicize,verb
classify,verb
clatter,verb
claver,verb
claw,verb
claxon,verb
clean,verb
clean_house,verb
clean_out,verb
clean_up,verb
cleanse,verb
clear,verb
clear-cut,verb
clear_away,verb
clear_off,verb
clear_out,verb
clear_the_air,verb
clear_the_throat,verb
clear_up,verb
cleat,verb
cleave,verb
clench,verb
clerk,verb
clew,verb
click,verb
click_off,verb
