Advances	in	Humanities	Research	Vol,0,34,0.0,2,ColdWar,,-1
12	Issue	6 EWA	Publishing Available	Online:	10	September	2025 DOI:	10,3,68,0.0,2,ColdWar,,-1
54254/2753-7080/2025,0,19,0.0,2,ColdWar,,-1
"26572 The Cold War: origins,causes, and global impacts Yixuan Bai Nanjing Jingling High School Hexi Campus, Nanjing, China 646467343@qq",18,134,-0.5994,2,ColdWar,,-1
com Abstract,1,11,0.0,2,ColdWar,,-1
 The Cold War referred to the all-out confrontation between the United States and the Union of Soviet Socialist Republics between 1947 and 1991,23,142,-0.5267,2,ColdWar,,-1
" After World War II, the US and the USSR became two poles of the world by virtue of their great strength, and they became opposed due to differences in ideology and geopolitics",32,175,0.7351,2,ColdWar,,-1
" Militarily, NATO confronts the Warsaw Pact and launches an arms race; Economically, the US implemented the Marshall Plan, and the USSR established the Economic and Mutual Association; There is also a fierce ideological confrontation",34,232,-0.5106,2,ColdWar,,-1
" It profoundly affected the international landscape, economic development and cultural exchanges, and finally ended with the collapse of the USSR and the drastic changes in the Eastern Europe",28,190,-0.5859,2,ColdWar,,-1
" As an important historical stage in the second half of the 20th century, the Cold War had an extremely far- reaching impact on the world",25,136,-0.2551,2,ColdWar,,-1
"This article will introduce the basic concepts related to the Cold War, such as the historical background of the Cold War, the introduction of the two camps, the introduction of emphasis, the aspects of struggle, and the international political theories related to the Cold War",44,276,-0.9325,2,ColdWar,,-1
" It also discuss the key events of the Cold War and discuss the impact of the Cold War and its implications for the present day from three periods: the pre-60s, the 70s, the 80s and beyond",36,187,-0.8316,2,ColdWar,,-1
" Keywords: Cold War, the US, the USSR, NATO, Eastern Europe 1",11,60,-0.5994,2,ColdWar,,-1
 Introduction The Cold War originated from the Yalta Conference at the end of the Second World War,17,97,-0.8316,2,ColdWar,,-1
" After the end of the Second World War, the United States(the US)and the Soviet Union(the USSR), as the most powerful countries, naturally formed opposition due to different ideologies",28,183,0.2484,2,ColdWar,,-1
" In 1946, former British Prime Minister Winston Churchill delivered his ""Iron Curtain Speech"", marking the beginning of the Cold War",20,131,-0.5994,2,ColdWar,,-1
" In 1947, US President Harry Truman introduced the Truman Doctrine, which clarified that the US would take tough measures against the USSR, marking the beginning of the Cold War",29,176,-0.6597,2,ColdWar,,-1
"  During the Cold War, the US and the USSR developed rapidly in military and aerospace technology, which formed the confrontation between the two camps",25,150,-0.7351,2,ColdWar,,-1
" The two sides confront each other through local proxy wars, technological and arms races, space competition and diplomatic competition, despite efforts by both sides to avoid large-scale war, the global security situation remains unprecedentedly grave",35,251,-0.891,2,ColdWar,,-1
"  The Cold War ended with the economic collapse of the USSR, the dissolution of the state, and the dissolution of the Warsaw Pact",24,128,-0.802,2,ColdWar,,-1
" In this process, most socialist countries turned to the capitalist road, and the NATO system left over from the Cold War is still an important force affecting the global military, political and economic",33,202,-0.4767,2,ColdWar,,-1
  The tension between the USSR and the US kept the world in an uneasy state for a long time following the Cold War,24,113,-0.8316,2,ColdWar,,-1
" This tension was exacerbated by other heated conflicts in different regions, which also resulted in frequent international crises",18,129,-0.5994,2,ColdWar,,-1
" The Cold War hindered the development of economic globalization and led to local wars, which caught US the division of Germany, Korea and so on",25,143,-0.8176,2,ColdWar,,-1
"    Although the US and the USSR were evenly matched and tried their best to avoid war, local wars such as the Korean War and the Vietnam War still broke out",33,156,-0.9442,2,ColdWar,,-1
"   In the general environment of the Cold War, the US and the USSR were evenly matched, which avoided the outbreak of a new world war in nearly half a century  , countries with different social systems coexisted for a long time",44,226,-0.8807,2,ColdWar,,-1
" They learned from each other's experience and applied it to internal adjustment and reform, which promoted the overall development of the world",22,143,0.4215,2,ColdWar,,-1
"  The developing countries in Asia, Africa and Latin America sprang up and grew stronger, and the Third World rose accordingly",21,125,0.3818,2,ColdWar,,-1
"   During the Cold War, the in-depth research and exploration of science and technology by the two camps of the US and the USSR indirectly promoted the third scientific and technological revolution and the rapid development of information technology and new energy technology   Copyright: © 2025 by the authors",52,309,0.2263,2,ColdWar,,-1
 Submitted for possible open access publication under the terms and conditions of the Creative Commons Attribution (CC BY) license (https://creativecommons,20,154,0.4404,2,ColdWar,,-1
org/licenses/by/4,0,16,0.0,2,ColdWar,,-1
0/),0,2,0.0,2,ColdWar,,-1
26 26 	 | 	Advances	in	Humanities	Research	 | 	Vol,6,49,0.0,2,ColdWar,,-1
"12	 | 	Issue	6 After the Cold War, several geopolitical shifts took place around the world",14,89,-0.5994,2,ColdWar,,-1
" Cold War military alliances such as NATO and the Warsaw Pact were dissolved or reorganized, and new frameworks for security cooperation and partnerships were established",25,169,-0.3818,2,ColdWar,,-1
 Eastern European countries and former Soviet republics shed Soviet influence and moved toward democracy and market economies,17,124,0.0,2,ColdWar,,-1
" These political changes led to many regional conflicts, such as the breakup and conflict in Yugoslavia, and tensions in the former the USSR",23,139,-0.765,2,ColdWar,,-1
" Since the end of the Cold War, globalization has accelerated",10,60,-0.5994,2,ColdWar,,-1
" The global position of the ruble and the ruble and the US dollar has been enhanced, facilitating international trade and investment",21,131,0.0,2,ColdWar,,-1
 Developing countries such as China and India are rapidly emerging as important forces in the global economy,17,107,0.2023,2,ColdWar,,-1
 These changes have not only boosted economic growth but also exacerbated global economic inequality and geopolitical competition,17,128,0.0631,2,ColdWar,,-1
" After the end of the Cold War, the international political pattern has undergone great changes",15,94,0.0516,2,ColdWar,,-1
 The collapse of the USSR led to the decline of communism and the emergence of the US as a superpower,20,100,-0.4939,2,ColdWar,,-1
" Since then, the distribution of global political power has changed significantly, and new challengers and competitors have emerged",18,130,0.1027,2,ColdWar,,-1
" The subject of this article is the origin, causes, and outcome of the Cold War and the ongoing impact on the world",22,114,-0.5994,2,ColdWar,,-1
 The Cold War legacy of the contemporary international system is a potential global security risk,15,96,-0.5574,2,ColdWar,,-1
" The great power game after the Cold War is not a ""new Cold War"" of confrontation between two systems, but the continuation and transformation of a kind of relationship pattern left by the Cold War between the US and the USSR",41,224,-0.8537,2,ColdWar,,-1
" In the evolution of the contemporary international system, the capitalist camp, driven by the Cold War mentality, seeks a unipolar pattern and hegemonic order with the Cold War logic, and adopts containment strategies against the forces of multipolarity and the forces of the middle, creating a series of new contradictions interlinked with many issues left over from the Cold War",60,380,-0.9022,2,ColdWar,,-1
" It is predicted that the hegemony of the political and economic system of the capitalist camp is declining, local intelligence war, cyber war and nuclear imbalance promote the international system to return to the logic of hard power competition, and the Western cultural hegemony accelerates the spread of Cold War thinking in the international community",55,355,-0.8126,2,ColdWar,,-1
 2,1,1,0.0,2,ColdWar,,-1
 Literature review 2,3,19,0.0,2,ColdWar,,-1
1,0,0,0.0,2,ColdWar,,-1
 Origins of the Cold War  World War II (World War II for short) was a global war on an unprecedented scale,22,105,-0.9485,2,ColdWar,,-1
" It lasted from 1939 to 1945, involving 61 countries and regions, and more than 2 billion people were involved  ",21,111,0.0,2,ColdWar,,-1
" WWII was fought against the Axis powers of Fascism such as Germany, Italy and Japan and their minions on one side, and against the anti-fascist Allies such as China, the USSR, the US and the UK and anti-fascist forces around the world on the other",45,247,-0.3182,2,ColdWar,,-1
