Original_Text,Word_Count,Char_Count,Sentiment_Polarity,Translated_Text,Source_Id,Source_Name,xmin,ymin,xmax,ymax,Page,Total_Sentences
"CRISPR-Cas systems: Overview, innovations and applications in human",7,2,0.0,"CRISPR-Cas systems: Overview, innovations and applications in human",8,CRISPR_paper,english,0.9999946001336393,0,"CRISPR-Cas systems: Overview, innovations and applications in human",37.700801849365234,178.22207641601562,483.7226257324219,191.6715850830078,0,2594
disease research and gene therapy,4,2,0.0,disease research and gene therapy,8,CRISPR_paper,english,0.999996651696132,0,disease research and gene therapy,37.587825775146484,195.45626831054688,253.701171875,208.90577697753906,0,2594
"Yuanyuan Xu, Zhanjun Li",3,2,0.0,"Yuanyuan Xu, Zhanjun Li",8,CRISPR_paper,confident_non_english,0.9999976869146139,0,,37.700801849365234,220.30218505859375,161.53956604003906,230.86268615722656,0,2594
"Key Laboratory of Zoonosis Research, Ministry of Education, College of Animal Science, Jilin University, Changchun 130062, China",16,2,0.0,"Key Laboratory of Zoonosis Research, Ministry of Education, College of Animal Science, Jilin University, Changchun 130062, China",8,CRISPR_paper,english,0.9999970677465255,0,"Key Laboratory of Zoonosis Research, Ministry of Education, College of Animal Science, Jilin University, Changchun 130062, China",37.644100189208984,238.6200408935547,413.401123046875,245.0814666748047,0,2594
a r t i c l e,6,2,0.4588,a r t i c l e,8,CRISPR_paper,confident_non_english,0.999995657108082,0,,37.700801849365234,269.88543701171875,91.89850616455078,278.85174560546875,0,2594
i n f o,3,2,0.0,i n f o,8,CRISPR_paper,confident_non_english,0.9999979648672721,0,,101.72557067871094,269.88543701171875,132.0460205078125,278.85174560546875,0,2594
Article history:,1,2,0.0,Article history:,8,CRISPR_paper,english,0.9999951320423359,0,Article history:,37.587398529052734,290.89080810546875,80.28822326660156,297.35223388671875,0,2594
Received 10 March 2020,3,2,0.0,Received 10 March 2020,8,CRISPR_paper,english,0.8571428276298103,0,Received 10 March 2020,37.587398529052734,299.45123291015625,112.75186920166016,305.91265869140625,0,2594
Received in revised form 31 August 2020,6,2,0.0,Received in revised form 31 August 2020,8,CRISPR_paper,english,0.9999968763300711,0,Received in revised form 31 August 2020,37.587398529052734,308.01165771484375,163.37905883789062,314.47308349609375,0,2594
Accepted 31 August 2020,3,2,0.2732,Accepted 31 August 2020,8,CRISPR_paper,english,0.9999967047569217,0,Accepted 31 August 2020,37.587398529052734,316.57208251953125,115.47388458251953,323.03350830078125,0,2594
