Original_Text,Word_Count,Char_Count,Sentiment_Polarity,Translated_Text,Source_Id,Source_Name,xmin,ymin,xmax,ymax,Page,Total_Sentences
Classiﬁcation with Class,3,23,0.0,Classiﬁcation with Class,2,ClassOverlapping,english,0.9999956143610368,0,Classification with Class,113.67903137207031,78.29671478271484,352.7089538574219,98.22201538085938,0,773
Overlapping: A Systematic Study,4,30,0.0,Overlapping: A Systematic Study,2,ClassOverlapping,english,0.9999949953474526,0,Overlapping: A Systematic Study,67.11360168457031,102.16719818115234,399.3141784667969,122.09249877929688,0,773
Haitao Xiong,2,11,0.0,Haitao Xiong,2,ClassOverlapping,confident_non_english,0.9999964216194925,1,Haitao Xiong,147.8790283203125,136.89697265625,220.02145385742188,147.85586547851562,0,773
Abstract,1,7,0.0,Abstract,2,ClassOverlapping,confident_non_english,0.9999935276990274,1,Abstract,53.67857360839844,199.92652893066406,97.3556137084961,209.88912963867188,0,773
Class overlapping has long been re-,6,34,0.0,Class overlapping has long been re-,2,ClassOverlapping,english,0.999997092955331,0,Class overlapping has long been re-,53.67857360839844,222.6088104248047,221.7615509033203,232.5714111328125,0,773
garded as one of the toughest perva-,7,35,-0.0772,garded as one of the toughest perva-,2,ClassOverlapping,english,0.9999950734282442,0,garded as one of the toughest perva-,53.67857360839844,234.60377502441406,221.78854370117188,244.56637573242188,0,773
sive problems in classiﬁcation. When it,6,38,-0.4019,sive problems in classiﬁcation. When it,2,ClassOverlapping,english,0.9999943302811456,0,sive problems in classification. When it,53.67857360839844,246.4792022705078,221.69888305664062,256.4418029785156,0,773
is combined with class imbalance prob-,6,37,0.0,is combined with class imbalance prob-,2,ClassOverlapping,english,0.9999981157381358,0,is combined with class imbalance prob-,53.67857360839844,258.47418212890625,221.76161193847656,268.436767578125,0,773
"lem, the situation becomes even more",6,35,0.0,"lem, the situation becomes even more",2,ClassOverlapping,english,0.9999965881664253,0,"lem, the situation becomes even more",53.67857360839844,270.349609375,221.75758361816406,280.31219482421875,0,773
"complicated, with few works in the lit-",7,38,0.0,"complicated, with few works in the lit-",2,ClassOverlapping,english,0.9999962960346354,0,"complicated, with few works in the lit-",53.67857360839844,282.3445739746094,221.68588256835938,292.3071594238281,0,773
erature addressing this combinative ef-,5,38,0.0,erature addressing this combinative ef-,2,ClassOverlapping,english,0.9999978705203458,0,erature addressing this combinative ef-,53.67857360839844,294.33953857421875,221.61415100097656,304.3021240234375,0,773
"fect. In this paper, we pay a systematic",8,39,-0.1027,"fect. In this paper, we pay a systematic",2,ClassOverlapping,english,0.9999944479450689,0,"fect. In this paper, we pay a systematic",53.67857360839844,306.2149658203125,221.79147338867188,316.17755126953125,0,773
study on the class overlapping prob-,6,35,0.0,study on the class overlapping prob-,2,ClassOverlapping,english,0.9999975803699954,0,study on the class overlapping prob-,53.67857360839844,318.2099304199219,221.84722900390625,328.1725158691406,0,773
lem and its interrelationship with the,6,37,0.0,lem and its interrelationship with the,2,ClassOverlapping,english,0.9999964940726762,0,lem and its interrelationship with the,53.67857360839844,330.20489501953125,221.71774291992188,340.16748046875,0,773
class imbalance problem. Five widely,5,35,-0.4019,class imbalance problem. Five widely,2,ClassOverlapping,english,0.9999960380525844,0,class imbalance problem. Five widely,53.67857360839844,342.080322265625,221.66297912597656,352.04290771484375,0,773
used classiﬁers and three overlapping-,5,37,0.0,used classiﬁers and three overlapping-,2,ClassOverlapping,english,0.9999963325841884,0,used classifiers and three overlapping-,53.67857360839844,354.0752868652344,222.04248046875,364.0378723144531,0,773
class modeling schemes are employed,5,34,0.0,class modeling schemes are employed,2,ClassOverlapping,english,0.999996611831729,0,class modeling schemes are employed,53.67857360839844,366.07025146484375,221.757568359375,376.0328369140625,0,773
for the comparative study. Extensive,5,35,0.0,for the comparative study. Extensive,2,ClassOverlapping,english,0.999996055894522,0,for the comparative study. Extensive,53.67857360839844,377.9456787109375,221.94789123535156,387.90826416015625,0,773
experimental studies on various real-,5,36,0.0,experimental studies on various real-,2,ClassOverlapping,confident_non_english,0.999991660880085,1,experimental studies on various real-,53.67857360839844,389.9406433105469,221.87713623046875,399.9032287597656,0,773
world data sets reveal that: (1) The,7,35,0.0,world data sets reveal that: (1) The,2,ClassOverlapping,english,0.9999980016881305,0,world data sets reveal that: (1) The,53.67857360839844,401.8160705566406,221.66989135742188,411.7786560058594,0,773
separating scheme is the best among,6,34,0.6369,separating scheme is the best among,2,ClassOverlapping,english,0.9999979349835632,0,separating scheme is the best among,53.67857360839844,413.81103515625,221.78350830078125,423.77362060546875,0,773
the three schemes; (2) The distance-,6,35,0.0,the three schemes; (2) The distance-,2,ClassOverlapping,english,0.9999960660533165,0,the three schemes; (2) The distance-,53.67857360839844,425.8059997558594,221.74766540527344,435.7685852050781,0,773
based classiﬁers are more sensitive than,6,39,0.0,based classiﬁers are more sensitive than,2,ClassOverlapping,english,0.9999961148549459,0,based classifiers are more sensitive than,53.67857360839844,437.6814270019531,221.74758911132812,447.6440124511719,0,773
the rule-based ones to the class overlap-,7,40,0.0,the rule-based ones to the class overlap-,2,ClassOverlapping,english,0.9999985229443131,0,the rule-based ones to the class overlap-,53.67857360839844,449.6763916015625,221.9827117919922,459.63897705078125,0,773
ping problem; (3) As the increase of the,8,39,-0.1027,ping problem; (3) As the increase of the,2,ClassOverlapping,english,0.9999970175414084,0,ping problem; (3) As the increase of the,53.67857360839844,461.6713562011719,221.71376037597656,471.6339416503906,0,773
"class imbalance ratio, the separating",5,36,0.0,"class imbalance ratio, the separating",2,ClassOverlapping,english,0.9999968169407574,0,"class imbalance ratio, the separating",53.67857360839844,473.5467834472656,221.88113403320312,483.5093688964844,0,773
scheme showed higher improvements to,5,35,0.3182,scheme showed higher improvements to,2,ClassOverlapping,english,0.9999961532923988,0,scheme showed higher improvements to,53.67857360839844,485.541748046875,221.70181274414062,495.50433349609375,0,773
"the classiﬁcation performance, in par-",5,37,0.0,"the classiﬁcation performance, in par-",2,ClassOverlapping,english,0.9999974105327111,0,"the classification performance, in par-",53.67857360839844,497.41717529296875,221.88507080078125,507.3797607421875,0,773
ticular for the well-known SVMs.,5,31,0.0,ticular for the well-known SVMs.,2,ClassOverlapping,english,0.999996647791315,0,ticular for the well-known SVMs.,53.67857360839844,509.4121398925781,198.3514862060547,519.374755859375,0,773
Keywords,1,7,0.0,Keywords,2,ClassOverlapping,confident_non_english,0.9999938851616362,1,Keywords,53.67857360839844,535.5764770507812,103.21163177490234,545.5390625,0,773
Classiﬁcation;,1,13,0.0,Classiﬁcation;,2,ClassOverlapping,english,0.9999955596339946,0,Classification;,53.67857360839844,547.4492797851562,114.2452163696289,557.4119262695312,0,773
Class,1,4,0.0,Class,2,ClassOverlapping,english,0.8571370748340374,0,Class,130.8010711669922,547.4492797851562,153.6772003173828,557.4119262695312,0,773
"Overlapping,",1,11,0.0,"Overlapping,",2,ClassOverlapping,uncertain_non_english,0.8571389739985585,0,"Overlapping,",165.7000732421875,547.4492797851562,221.93695068359375,557.4119262695312,0,773
"Class Imbalance, Support Vector Data",5,35,0.4019,"Class Imbalance, Support Vector Data",2,ClassOverlapping,english,0.9999945904924936,0,"Class Imbalance, Support Vector Data",53.67857360839844,559.4442749023438,221.72569274902344,569.4069213867188,0,773
Description (SVDD),2,17,0.0,Description (SVDD),2,ClassOverlapping,maybe_english,0.6403992918701849,0,Description (SVDD),53.67857360839844,571.4392700195312,142.6585235595703,581.4019165039062,0,773
1. Introduction,2,14,0.0,1. Introduction,2,ClassOverlapping,english,0.9999955410034838,0,1. Introduction,53.67857360839844,598.5599975585938,131.4685516357422,608.5225830078125,0,773
When dealing with classiﬁcation tasks,5,36,0.0,When dealing with classiﬁcation tasks,2,ClassOverlapping,english,0.9999969906030706,0,When dealing with classification tasks,53.67857360839844,621.2422485351562,221.81529235839844,631.2048950195312,0,773
"such as fraud detection, network intru-",6,38,-0.5859,"such as fraud detection, network intru-",2,ClassOverlapping,english,0.9999966390306567,0,"such as fraud detection, network intru-",53.67857360839844,633.2372436523438,221.8064727783203,643.1998901367188,0,773
"sion detection, and character recogni-",5,37,0.0,"sion detection, and character recogni-",2,ClassOverlapping,english,0.9999926439579228,0,"sion detection, and character recogni-",244.36273193359375,199.79441833496094,412.56939697265625,209.75701904296875,0,773
"tion, there is often the case that some",8,38,0.0,"tion, there is often the case that some",2,ClassOverlapping,english,0.9999991081646443,0,"tion, there is often the case that some",244.36273193359375,211.7893829345703,412.4707336425781,221.75198364257812,0,773
